// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\obj\Release\net8.0/" /p:OutDir="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0/" /p:OutputPath="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0/" in C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e
// command took 3.37 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\obj\Release\net8.0/" /p:OutDir="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0/" /p:OutputPath="C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0/" --output "C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0/" in C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e
// command took 12.82 sec and exited with 0
// ***** Done, took 00:00:16 (16.36 sec)   *****
// Found 5 benchmarks:
//   BenchmarkMethods.UsedBenchmark: DefaultJob
//   BenchmarkMethods.LocalDictionariesBenchmark: DefaultJob
//   BenchmarkMethods.WithNoCachingBenchmark: DefaultJob
//   BenchmarkMethods.WithTryAdd: DefaultJob
//   BenchmarkMethods.WithCachingBenchmark: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadWarmup   5: 131072 op, 394600.00 ns, 3.0106 ns/op
OverheadWarmup   6: 131072 op, 389900.00 ns, 2.9747 ns/op
OverheadWarmup   7: 131072 op, 442600.00 ns, 3.3768 ns/op
OverheadWarmup   8: 131072 op, 535200.00 ns, 4.0833 ns/op
OverheadWarmup   9: 131072 op, 379100.00 ns, 2.8923 ns/op

OverheadActual   1: 131072 op, 472100.00 ns, 3.6018 ns/op
OverheadActual   2: 131072 op, 379600.00 ns, 2.8961 ns/op
OverheadActual   3: 131072 op, 408200.00 ns, 3.1143 ns/op
OverheadActual   4: 131072 op, 423900.00 ns, 3.2341 ns/op
OverheadActual   5: 131072 op, 383700.00 ns, 2.9274 ns/op
OverheadActual   6: 131072 op, 379100.00 ns, 2.8923 ns/op
OverheadActual   7: 131072 op, 379100.00 ns, 2.8923 ns/op
OverheadActual   8: 131072 op, 382600.00 ns, 2.9190 ns/op
OverheadActual   9: 131072 op, 383500.00 ns, 2.9259 ns/op
OverheadActual  10: 131072 op, 400000.00 ns, 3.0518 ns/op
OverheadActual  11: 131072 op, 382500.00 ns, 2.9182 ns/op
OverheadActual  12: 131072 op, 416900.00 ns, 3.1807 ns/op
OverheadActual  13: 131072 op, 384100.00 ns, 2.9305 ns/op
OverheadActual  14: 131072 op, 387300.00 ns, 2.9549 ns/op
OverheadActual  15: 131072 op, 395600.00 ns, 3.0182 ns/op

WorkloadWarmup   1: 131072 op, 642245300.00 ns, 4.8999 us/op
WorkloadWarmup   2: 131072 op, 609743600.00 ns, 4.6520 us/op
WorkloadWarmup   3: 131072 op, 630583900.00 ns, 4.8110 us/op
WorkloadWarmup   4: 131072 op, 645130800.00 ns, 4.9220 us/op
WorkloadWarmup   5: 131072 op, 720110500.00 ns, 5.4940 us/op
WorkloadWarmup   6: 131072 op, 591633200.00 ns, 4.5138 us/op
WorkloadWarmup   7: 131072 op, 615994100.00 ns, 4.6997 us/op
WorkloadWarmup   8: 131072 op, 606767500.00 ns, 4.6293 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 600735300.00 ns, 4.5832 us/op
WorkloadActual   2: 131072 op, 704341500.00 ns, 5.3737 us/op
WorkloadActual   3: 131072 op, 680067200.00 ns, 5.1885 us/op
WorkloadActual   4: 131072 op, 636266800.00 ns, 4.8543 us/op
WorkloadActual   5: 131072 op, 630811400.00 ns, 4.8127 us/op
WorkloadActual   6: 131072 op, 627864600.00 ns, 4.7902 us/op
WorkloadActual   7: 131072 op, 601176000.00 ns, 4.5866 us/op
WorkloadActual   8: 131072 op, 616182000.00 ns, 4.7011 us/op
WorkloadActual   9: 131072 op, 584377500.00 ns, 4.4584 us/op
WorkloadActual  10: 131072 op, 653107500.00 ns, 4.9828 us/op
WorkloadActual  11: 131072 op, 671058800.00 ns, 5.1198 us/op
WorkloadActual  12: 131072 op, 638073600.00 ns, 4.8681 us/op
WorkloadActual  13: 131072 op, 779213300.00 ns, 5.9449 us/op
WorkloadActual  14: 131072 op, 655297200.00 ns, 4.9995 us/op
WorkloadActual  15: 131072 op, 607719700.00 ns, 4.6365 us/op
WorkloadActual  16: 131072 op, 632612500.00 ns, 4.8265 us/op
WorkloadActual  17: 131072 op, 616738500.00 ns, 4.7053 us/op
WorkloadActual  18: 131072 op, 635455700.00 ns, 4.8481 us/op
WorkloadActual  19: 131072 op, 613533800.00 ns, 4.6809 us/op
WorkloadActual  20: 131072 op, 678359100.00 ns, 5.1755 us/op
WorkloadActual  21: 131072 op, 647502200.00 ns, 4.9400 us/op
WorkloadActual  22: 131072 op, 619258500.00 ns, 4.7246 us/op
WorkloadActual  23: 131072 op, 558347300.00 ns, 4.2599 us/op
WorkloadActual  24: 131072 op, 599503500.00 ns, 4.5738 us/op
WorkloadActual  25: 131072 op, 556382000.00 ns, 4.2449 us/op
WorkloadActual  26: 131072 op, 642515400.00 ns, 4.9020 us/op
WorkloadActual  27: 131072 op, 604987900.00 ns, 4.6157 us/op
WorkloadActual  28: 131072 op, 620852100.00 ns, 4.7367 us/op
WorkloadActual  29: 131072 op, 597085200.00 ns, 4.5554 us/op
WorkloadActual  30: 131072 op, 599063100.00 ns, 4.5705 us/op
WorkloadActual  31: 131072 op, 572321300.00 ns, 4.3665 us/op
WorkloadActual  32: 131072 op, 622231200.00 ns, 4.7472 us/op
WorkloadActual  33: 131072 op, 568832600.00 ns, 4.3398 us/op
WorkloadActual  34: 131072 op, 611143800.00 ns, 4.6627 us/op
WorkloadActual  35: 131072 op, 594032500.00 ns, 4.5321 us/op
WorkloadActual  36: 131072 op, 623006100.00 ns, 4.7532 us/op
WorkloadActual  37: 131072 op, 612254200.00 ns, 4.6711 us/op
WorkloadActual  38: 131072 op, 594965200.00 ns, 4.5392 us/op
WorkloadActual  39: 131072 op, 580064800.00 ns, 4.4255 us/op
WorkloadActual  40: 131072 op, 599818600.00 ns, 4.5763 us/op
WorkloadActual  41: 131072 op, 775012100.00 ns, 5.9129 us/op
WorkloadActual  42: 131072 op, 783438700.00 ns, 5.9772 us/op
WorkloadActual  43: 131072 op, 779434400.00 ns, 5.9466 us/op
WorkloadActual  44: 131072 op, 693740400.00 ns, 5.2928 us/op
WorkloadActual  45: 131072 op, 745148000.00 ns, 5.6850 us/op
WorkloadActual  46: 131072 op, 882137300.00 ns, 6.7302 us/op
WorkloadActual  47: 131072 op, 643730500.00 ns, 4.9113 us/op
WorkloadActual  48: 131072 op, 636491400.00 ns, 4.8560 us/op
WorkloadActual  49: 131072 op, 609655900.00 ns, 4.6513 us/op
WorkloadActual  50: 131072 op, 703878300.00 ns, 5.3702 us/op
WorkloadActual  51: 131072 op, 619275400.00 ns, 4.7247 us/op
WorkloadActual  52: 131072 op, 611123900.00 ns, 4.6625 us/op
WorkloadActual  53: 131072 op, 585135200.00 ns, 4.4642 us/op
WorkloadActual  54: 131072 op, 609154800.00 ns, 4.6475 us/op
WorkloadActual  55: 131072 op, 571771200.00 ns, 4.3623 us/op
WorkloadActual  56: 131072 op, 621613300.00 ns, 4.7425 us/op
WorkloadActual  57: 131072 op, 646233700.00 ns, 4.9304 us/op
WorkloadActual  58: 131072 op, 645668700.00 ns, 4.9261 us/op
WorkloadActual  59: 131072 op, 613642900.00 ns, 4.6817 us/op
WorkloadActual  60: 131072 op, 611914800.00 ns, 4.6685 us/op
WorkloadActual  61: 131072 op, 585086300.00 ns, 4.4639 us/op
WorkloadActual  62: 131072 op, 623049200.00 ns, 4.7535 us/op
WorkloadActual  63: 131072 op, 613302300.00 ns, 4.6791 us/op
WorkloadActual  64: 131072 op, 578048300.00 ns, 4.4102 us/op
WorkloadActual  65: 131072 op, 618469800.00 ns, 4.7186 us/op
WorkloadActual  66: 131072 op, 592694200.00 ns, 4.5219 us/op
WorkloadActual  67: 131072 op, 634233200.00 ns, 4.8388 us/op
WorkloadActual  68: 131072 op, 620992500.00 ns, 4.7378 us/op
WorkloadActual  69: 131072 op, 582336800.00 ns, 4.4429 us/op
WorkloadActual  70: 131072 op, 596755500.00 ns, 4.5529 us/op
WorkloadActual  71: 131072 op, 624997700.00 ns, 4.7684 us/op
WorkloadActual  72: 131072 op, 610751500.00 ns, 4.6597 us/op
WorkloadActual  73: 131072 op, 582720800.00 ns, 4.4458 us/op
WorkloadActual  74: 131072 op, 618981800.00 ns, 4.7225 us/op
WorkloadActual  75: 131072 op, 611694700.00 ns, 4.6669 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 600351200.00 ns, 4.5803 us/op
WorkloadResult   2: 131072 op, 679683100.00 ns, 5.1856 us/op
WorkloadResult   3: 131072 op, 635882700.00 ns, 4.8514 us/op
WorkloadResult   4: 131072 op, 630427300.00 ns, 4.8098 us/op
WorkloadResult   5: 131072 op, 627480500.00 ns, 4.7873 us/op
WorkloadResult   6: 131072 op, 600791900.00 ns, 4.5837 us/op
WorkloadResult   7: 131072 op, 615797900.00 ns, 4.6982 us/op
WorkloadResult   8: 131072 op, 583993400.00 ns, 4.4555 us/op
WorkloadResult   9: 131072 op, 652723400.00 ns, 4.9799 us/op
WorkloadResult  10: 131072 op, 670674700.00 ns, 5.1168 us/op
WorkloadResult  11: 131072 op, 637689500.00 ns, 4.8652 us/op
WorkloadResult  12: 131072 op, 654913100.00 ns, 4.9966 us/op
WorkloadResult  13: 131072 op, 607335600.00 ns, 4.6336 us/op
WorkloadResult  14: 131072 op, 632228400.00 ns, 4.8235 us/op
WorkloadResult  15: 131072 op, 616354400.00 ns, 4.7024 us/op
WorkloadResult  16: 131072 op, 635071600.00 ns, 4.8452 us/op
WorkloadResult  17: 131072 op, 613149700.00 ns, 4.6780 us/op
WorkloadResult  18: 131072 op, 677975000.00 ns, 5.1725 us/op
WorkloadResult  19: 131072 op, 647118100.00 ns, 4.9371 us/op
WorkloadResult  20: 131072 op, 618874400.00 ns, 4.7216 us/op
WorkloadResult  21: 131072 op, 557963200.00 ns, 4.2569 us/op
WorkloadResult  22: 131072 op, 599119400.00 ns, 4.5709 us/op
WorkloadResult  23: 131072 op, 555997900.00 ns, 4.2419 us/op
WorkloadResult  24: 131072 op, 642131300.00 ns, 4.8991 us/op
WorkloadResult  25: 131072 op, 604603800.00 ns, 4.6128 us/op
WorkloadResult  26: 131072 op, 620468000.00 ns, 4.7338 us/op
WorkloadResult  27: 131072 op, 596701100.00 ns, 4.5525 us/op
WorkloadResult  28: 131072 op, 598679000.00 ns, 4.5676 us/op
WorkloadResult  29: 131072 op, 571937200.00 ns, 4.3635 us/op
WorkloadResult  30: 131072 op, 621847100.00 ns, 4.7443 us/op
WorkloadResult  31: 131072 op, 568448500.00 ns, 4.3369 us/op
WorkloadResult  32: 131072 op, 610759700.00 ns, 4.6597 us/op
WorkloadResult  33: 131072 op, 593648400.00 ns, 4.5292 us/op
WorkloadResult  34: 131072 op, 622622000.00 ns, 4.7502 us/op
WorkloadResult  35: 131072 op, 611870100.00 ns, 4.6682 us/op
WorkloadResult  36: 131072 op, 594581100.00 ns, 4.5363 us/op
WorkloadResult  37: 131072 op, 579680700.00 ns, 4.4226 us/op
WorkloadResult  38: 131072 op, 599434500.00 ns, 4.5733 us/op
WorkloadResult  39: 131072 op, 693356300.00 ns, 5.2899 us/op
WorkloadResult  40: 131072 op, 643346400.00 ns, 4.9083 us/op
WorkloadResult  41: 131072 op, 636107300.00 ns, 4.8531 us/op
WorkloadResult  42: 131072 op, 609271800.00 ns, 4.6484 us/op
WorkloadResult  43: 131072 op, 618891300.00 ns, 4.7218 us/op
WorkloadResult  44: 131072 op, 610739800.00 ns, 4.6596 us/op
WorkloadResult  45: 131072 op, 584751100.00 ns, 4.4613 us/op
WorkloadResult  46: 131072 op, 608770700.00 ns, 4.6446 us/op
WorkloadResult  47: 131072 op, 571387100.00 ns, 4.3593 us/op
WorkloadResult  48: 131072 op, 621229200.00 ns, 4.7396 us/op
WorkloadResult  49: 131072 op, 645849600.00 ns, 4.9274 us/op
WorkloadResult  50: 131072 op, 645284600.00 ns, 4.9231 us/op
WorkloadResult  51: 131072 op, 613258800.00 ns, 4.6788 us/op
WorkloadResult  52: 131072 op, 611530700.00 ns, 4.6656 us/op
WorkloadResult  53: 131072 op, 584702200.00 ns, 4.4609 us/op
WorkloadResult  54: 131072 op, 622665100.00 ns, 4.7506 us/op
WorkloadResult  55: 131072 op, 612918200.00 ns, 4.6762 us/op
WorkloadResult  56: 131072 op, 577664200.00 ns, 4.4072 us/op
WorkloadResult  57: 131072 op, 618085700.00 ns, 4.7156 us/op
WorkloadResult  58: 131072 op, 592310100.00 ns, 4.5190 us/op
WorkloadResult  59: 131072 op, 633849100.00 ns, 4.8359 us/op
WorkloadResult  60: 131072 op, 620608400.00 ns, 4.7349 us/op
WorkloadResult  61: 131072 op, 581952700.00 ns, 4.4399 us/op
WorkloadResult  62: 131072 op, 596371400.00 ns, 4.5500 us/op
WorkloadResult  63: 131072 op, 624613600.00 ns, 4.7654 us/op
WorkloadResult  64: 131072 op, 610367400.00 ns, 4.6567 us/op
WorkloadResult  65: 131072 op, 582336700.00 ns, 4.4429 us/op
WorkloadResult  66: 131072 op, 618597700.00 ns, 4.7195 us/op
WorkloadResult  67: 131072 op, 611310600.00 ns, 4.6639 us/op

// AfterAll
// Benchmark Process 15688 has exited with code 0.

Mean = 4.690 μs, StdErr = 0.026 μs (0.56%), N = 67, StdDev = 0.214 μs
Min = 4.242 μs, Q1 = 4.560 μs, Median = 4.678 μs, Q3 = 4.817 μs, Max = 5.290 μs
IQR = 0.257 μs, LowerFence = 4.175 μs, UpperFence = 5.202 μs
ConfidenceInterval = [4.600 μs; 4.781 μs] (CI 99.9%), Margin = 0.090 μs (1.92% of Mean)
Skewness = 0.37, Kurtosis = 3.25, MValue = 2.08

// ** Remained 4 (80.0%) benchmark(s) to run. Estimated finish 2024-08-16 11:25 (0h 3m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchmarkMethods.LocalDictionariesBenchmark: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 400dda84-5cf1-42bf-bf9d-577e5e578d1e.dll --anonymousPipes 1280 1488 --benchmarkName BenchmarkTests.BenchmarkMethods.LocalDictionariesBenchmark --job Default --benchmarkId 1 in C:\Repos\BroadridgeTest\Broadridge\BenchmarkTests\bin\Release\net8.0\400dda84-5cf1-42bf-bf9d-577e5e578d1e\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 8.0.5 (8.0.524.21615), X64 RyuJIT AVX-512F+CD+BW+DQ+VL+VBMI
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX-512F+CD+BW+DQ+VL+VBMI,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 529400.00 ns, 529.4000 us/op
WorkloadJitting  1: 1 op, 12455600.00 ns, 12.4556 ms/op

OverheadJitting  2: 16 op, 439700.00 ns, 27.4813 us/op
WorkloadJitting  2: 16 op, 3239400.00 ns, 202.4625 us/op

WorkloadPilot    1: 16 op, 774400.00 ns, 48.4000 us/op
WorkloadPilot    2: 32 op, 577500.00 ns, 18.0469 us/op
WorkloadPilot    3: 64 op, 1157400.00 ns, 18.0844 us/op
WorkloadPilot    4: 128 op, 4608200.00 ns, 36.0016 us/op
WorkloadPilot    5: 256 op, 4503200.00 ns, 17.5906 us/op
WorkloadPilot    6: 512 op, 4862800.00 ns, 9.4977 us/op
WorkloadPilot    7: 1024 op, 17642600.00 ns, 17.2291 us/op
WorkloadPilot    8: 2048 op, 28103400.00 ns, 13.7224 us/op
WorkloadPilot    9: 4096 op, 51972300.00 ns, 12.6885 us/op
WorkloadPilot   10: 8192 op, 92115000.00 ns, 11.2445 us/op
WorkloadPilot   11: 16384 op, 163104100.00 ns, 9.9551 us/op
WorkloadPilot   12: 32768 op, 287540100.00 ns, 8.7750 us/op
WorkloadPilot   13: 65536 op, 366207400.00 ns, 5.5879 us/op
WorkloadPilot   14: 131072 op, 508621800.00 ns, 3.8805 us/op

OverheadWarmup   1: 131072 op, 378200.00 ns, 2.8854 ns/op
OverheadWarmup   2: 131072 op, 381000.00 ns, 2.9068 ns/op
OverheadWarmup   3: 131072 op, 420500.00 ns, 3.2082 ns/op
OverheadWarmup   4: 131072 op, 404900.00 ns, 3.0891 ns/op
OverheadWarmup   5: 131072 op, 377200.00 ns, 2.8778 ns/op
OverheadWarmup   6: 131072 op, 408800.00 ns, 3.1189 ns/op
OverheadWarmup   7: 131072 op, 381000.00 ns, 2.9068 ns/op

OverheadActual   1: 131072 op, 377200.00 ns, 2.8778 ns/op
OverheadActual   2: 131072 op, 377900.00 ns, 2.8831 ns/op
OverheadActual   3: 131072 op, 377900.00 ns, 2.8831 ns/op
OverheadActual   4: 131072 op, 402800.00 ns, 3.0731 ns/op
OverheadActual   5: 131072 op, 424200.00 ns, 3.2364 ns/op
OverheadActual   6: 131072 op, 397500.00 ns, 3.0327 ns/op
OverheadActual   7: 131072 op, 377400.00 ns, 2.8793 ns/op
OverheadActual   8: 131072 op, 408900.00 ns, 3.1197 ns/op
OverheadActual   9: 131072 op, 424600.00 ns, 3.2394 ns/op
OverheadActual  10: 131072 op, 377100.00 ns, 2.8770 ns/op
OverheadActual  11: 131072 op, 383200.00 ns, 2.9236 ns/op
OverheadActual  12: 131072 op, 382300.00 ns, 2.9167 ns/op
OverheadActual  13: 131072 op, 386100.00 ns, 2.9457 ns/op
OverheadActual  14: 131072 op, 377000.00 ns, 2.8763 ns/op
OverheadActual  15: 131072 op, 376900.00 ns, 2.8755 ns/op

WorkloadWarmup   1: 131072 op, 571091300.00 ns, 4.3571 us/op
WorkloadWarmup   2: 131072 op, 530472900.00 ns, 4.0472 us/op
WorkloadWarmup   3: 131072 op, 549065200.00 ns, 4.1890 us/op
WorkloadWarmup   4: 131072 op, 494216400.00 ns, 3.7706 us/op
WorkloadWarmup   5: 131072 op, 545321300.00 ns, 4.1605 us/op
WorkloadWarmup   6: 131072 op, 560622400.00 ns, 4.2772 us/op
WorkloadWarmup   7: 131072 op, 540292900.00 ns, 4.1221 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 543914800.00 ns, 4.1497 us/op
WorkloadActual   2: 131072 op, 529549200.00 ns, 4.0401 us/op
WorkloadActual   3: 131072 op, 527695900.00 ns, 4.0260 us/op
WorkloadActual   4: 131072 op, 539996000.00 ns, 4.1198 us/op
WorkloadActual   5: 131072 op, 539669100.00 ns, 4.1173 us/op
WorkloadActual   6: 131072 op, 566654900.00 ns, 4.3232 us/op
WorkloadActual   7: 131072 op, 551810400.00 ns, 4.2100 us/op
WorkloadActual   8: 131072 op, 615557800.00 ns, 4.6963 us/op
WorkloadActual   9: 131072 op, 575346300.00 ns, 4.3895 us/op
WorkloadActual  10: 131072 op, 534908500.00 ns, 4.0810 us/op
WorkloadActual  11: 131072 op, 525472400.00 ns, 4.0090 us/op
WorkloadActual  12: 131072 op, 548362800.00 ns, 4.1837 us/op
WorkloadActual  13: 131072 op, 510826800.00 ns, 3.8973 us/op
WorkloadActual  14: 131072 op, 547700600.00 ns, 4.1786 us/op
WorkloadActual  15: 131072 op, 507858200.00 ns, 3.8747 us/op
WorkloadActual  16: 131072 op, 544777400.00 ns, 4.1563 us/op
WorkloadActual  17: 131072 op, 526266300.00 ns, 4.0151 us/op
WorkloadActual  18: 131072 op, 540131800.00 ns, 4.1209 us/op
WorkloadActual  19: 131072 op, 532688900.00 ns, 4.0641 us/op
WorkloadActual  20: 131072 op, 518388000.00 ns, 3.9550 us/op
WorkloadActual  21: 131072 op, 556986100.00 ns, 4.2495 us/op
WorkloadActual  22: 131072 op, 514943600.00 ns, 3.9287 us/op
WorkloadActual  23: 131072 op, 569500000.00 ns, 4.3449 us/op
WorkloadActual  24: 131072 op, 535688200.00 ns, 4.0870 us/op
WorkloadActual  25: 131072 op, 567997700.00 ns, 4.3335 us/op
WorkloadActual  26: 131072 op, 610309600.00 ns, 4.6563 us/op
WorkloadActual  27: 131072 op, 598623500.00 ns, 4.5671 us/op
WorkloadActual  28: 131072 op, 642389600.00 ns, 4.9010 us/op
WorkloadActual  29: 131072 op, 578430500.00 ns, 4.4131 us/op
WorkloadActual  30: 131072 op, 570426100.00 ns, 4.3520 us/op
WorkloadActual  31: 131072 op, 554535300.00 ns, 4.2308 us/op
WorkloadActual  32: 131072 op, 523769000.00 ns, 3.9960 us/op
WorkloadActual  33: 131072 op, 587742300.00 ns, 4.4841 us/op
WorkloadActual  34: 131072 op, 594553000.00 ns, 4.5361 us/op
WorkloadActual  35: 131072 op, 556619100.00 ns, 4.2467 us/op
WorkloadActual  36: 131072 op, 597085300.00 ns, 4.5554 us/op
WorkloadActual  37: 131072 op, 568975300.00 ns, 4.3409 us/op
WorkloadActual  38: 131072 op, 571778600.00 ns, 4.3623 us/op
WorkloadActual  39: 131072 op, 566676200.00 ns, 4.3234 us/op
WorkloadActual  40: 131072 op, 537653000.00 ns, 4.1020 us/op
WorkloadActual  41: 131072 op, 570973700.00 ns, 4.3562 us/op
